Iron acquisition and metabolism	Secondary Metabolism	Protein Metabolism	RNA Metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Membrane Transport	Virulence, Disease and Defense	Potassium metabolism	Phosphorus Metabolism	Nucleosides and Nucleotides	Motility and Chemotaxis	Miscellaneous	Cell Wall and Capsule	Phages, Prophages, Transposable elements, Plasmids	Fatty Acids, Lipids, and Isoprenoids	Dormancy and Sporulation	Carbohydrates	Respiration	Regulation and Cell signaling	Amino Acids and Derivatives	DNA Metabolism	Nitrogen Metabolism	Photosynthesis	Metabolism of Aromatic Compounds	Sulfur Metabolism	Stress Response	Clustering-based subsystems	Cell Division and Cell Cycle
77805	48775	1179400	693373	972965	310521	335884	49825	172384	376834	82043	1031295	492457	164114	567397	21991	2177546	361338	159592	1652308	600616	112566	26889	229404	122175	358892	2003228	167057
