Crenarchaeota	Euryarchaeota	Korarchaeota	Nanoarchaeota	Thaumarchaeota	unclassified (derived from Archaea)	Acidobacteria	Actinobacteria	Aquificae	Bacteroidetes	Candidatus Poribacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thermotogae	Verrucomicrobia	unclassified (derived from Bacteria)	Annelida	Apicomplexa	Arthropoda	Ascomycota	Bacillariophyta	Basidiomycota	Blastocladiomycota	Bryozoa	Chlorophyta	Chordata	Chytridiomycota	Cnidaria	Echinodermata	Euglenida	Glomeromycota	Hemichordata	Microsporidia	Mollusca	Nematoda	Nemertea	Neocallimastigomycota	Phaeophyceae	Placozoa	Platyhelminthes	Porifera	Rotifera	Sipuncula	Streptophyta	Tardigrada	Xanthophyceae	unclassified (derived from Eukaryota)	unclassified (derived from Fungi)	unclassified (derived from Viruses)	unclassified (derived from other sequences)	unclassified (derived from unclassified sequences)
973	7578	44	4	492	664	80566	1457686	1459	182430	725	1004	4813	63223	302	355696	666	21886	357	228	189	63940	792	88332	1777	6587	204074	2246983	2508	1338	192	1247	150387	23895	5	281	1680	153744	394	1319	1	1	4386	2539	7	452	115	8	2	79	8	31	403	1	6	390	54	32	9	336	1	10895	103	7	2712	21	1505	137	4901
