Iron acquisition and metabolism	Secondary Metabolism	Protein Metabolism	RNA Metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Membrane Transport	Virulence, Disease and Defense	Potassium metabolism	Phosphorus Metabolism	Nucleosides and Nucleotides	Motility and Chemotaxis	Miscellaneous	Cell Wall and Capsule	Phages, Prophages, Transposable elements, Plasmids	Fatty Acids, Lipids, and Isoprenoids	Dormancy and Sporulation	Carbohydrates	Respiration	Regulation and Cell signaling	Amino Acids and Derivatives	DNA Metabolism	Nitrogen Metabolism	Photosynthesis	Metabolism of Aromatic Compounds	Sulfur Metabolism	Stress Response	Clustering-based subsystems	Cell Division and Cell Cycle
193365	83769	1685855	1090132	1518456	526301	580337	86027	255864	562565	158215	1628692	795951	252181	904101	31590	3268305	534764	267007	2538764	879593	180057	53585	393992	210509	588623	3014747	247110
