Crenarchaeota	Euryarchaeota	Korarchaeota	Nanoarchaeota	Thaumarchaeota	unclassified (derived from Archaea)	Acidobacteria	Actinobacteria	Aquificae	Bacteroidetes	Candidatus Poribacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Lentisphaerae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thermotogae	Verrucomicrobia	unclassified (derived from Bacteria)	Apicomplexa	Arthropoda	Ascomycota	Bacillariophyta	Basidiomycota	Blastocladiomycota	Brachiopoda	Bryozoa	Chlorophyta	Chordata	Chytridiomycota	Cnidaria	Ctenophora	Echinodermata	Euglenida	Glomeromycota	Hemichordata	Microsporidia	Mollusca	Nematoda	Nemertea	Neocallimastigomycota	Phaeophyceae	Placozoa	Platyhelminthes	Porifera	Rotifera	Streptophyta	Tardigrada	Xanthophyceae	unclassified (derived from Eukaryota)	unclassified (derived from Fungi)	unclassified (derived from Viruses)	unclassified (derived from other sequences)	unclassified (derived from unclassified sequences)
765	6505	29	2	282	439	52713	797892	1349	611645	589	1015	6770	53063	309	813125	611	14432	336	195	264	58185	855	70021	2857	3360	120647	5578397	3003	1152	172	1057	424041	30161	356	2239	346655	388	6747	1	1	1	4577	4702	2	996	2	239	16	4	78	21	41	455	1	6	427	73	56	21	49	33014	20	10	3740	49	1236	709	5171
